89|80
64|25
85|23
21|85
49|90
99|59
89|35
16|86
58|75
21|61
25|13
28|90
68|79
34|94
42|53
84|30
88|56
93|29
63|48
14|61
35|40
51|47
38|75
32|60
71|66
16|49
60|33
77|88
55|60
72|73
31|35
61|27
44|17
34|77
86|88
73|98
87|94
75|60
98|87
56|93
46|64
37|69
98|60
71|34
34|86
33|88
13|22
96|38
94|88
21|66
94|18
95|84
24|21
25|35
96|15
37|70
44|56
49|95
63|31
95|31
66|49
36|65
16|46
65|61
75|91
96|58
92|52
45|40
55|34
26|32
52|25
30|70
92|95
80|70
23|52
54|80
23|88
57|58
32|87
48|35
32|16
91|27
86|18
93|79
76|98
66|23
16|33
58|55
74|46
17|80
65|66
75|85
43|15
57|38
47|37
34|49
23|51
38|32
73|71
67|62
42|62
87|28
28|88
64|89
24|83
17|13
19|23
10|74
25|37
98|19
77|44
50|78
13|62
54|68
89|13
28|63
44|47
60|94
42|69
44|89
92|90
35|69
31|45
83|85
49|18
88|17
46|88
63|11
97|84
93|62
63|47
39|78
39|36
52|54
42|79
18|54
90|11
75|74
14|85
43|24
33|51
72|59
15|75
95|56
51|84
86|52
21|16
55|74
95|25
50|73
83|60
36|32
96|24
61|33
80|53
57|24
47|93
87|49
37|62
66|92
49|51
76|10
92|88
91|86
65|91
73|65
99|73
75|19
96|36
73|14
85|94
26|98
77|18
56|68
19|33
76|71
57|76
58|32
97|11
20|26
24|32
75|34
27|44
82|58
19|92
54|35
26|21
12|59
38|83
77|51
72|24
93|22
82|26
26|55
25|93
59|71
95|89
17|68
85|49
75|61
27|51
82|78
63|56
18|84
28|95
94|51
86|63
49|52
12|73
50|76
67|29
64|47
24|75
98|34
64|17
36|83
66|27
60|86
91|33
74|28
30|53
23|64
61|49
28|51
65|60
54|37
99|58
84|42
15|71
98|66
27|88
54|30
94|44
19|86
34|28
57|78
63|89
64|56
19|77
50|58
77|97
54|93
28|97
91|94
14|91
38|65
11|93
39|73
26|10
67|70
66|28
82|36
65|16
18|11
16|28
52|56
48|67
95|48
95|17
15|83
20|15
67|22
12|15
36|14
36|10
16|23
65|34
47|68
25|68
12|26
93|53
91|23
11|67
37|81
37|40
31|93
16|77
78|21
61|77
42|41
50|38
76|65
46|44
91|46
74|49
25|80
59|21
15|32
49|63
51|48
26|71
66|33
89|30
13|70
39|24
14|60
11|42
78|55
64|54
35|29
84|68
85|27
67|81
86|64
85|77
77|63
61|28
10|91
95|47
82|38
59|98
92|64
55|85
90|89
78|71
90|17
17|37
75|66
35|53
98|16
59|75
99|78
31|30
89|68
23|90
21|87
13|29
87|86
87|23
15|65
37|22
92|18
31|68
74|33
55|19
77|90
58|71
14|87
31|13
39|38
85|92
76|21
74|92
20|78
32|34
45|41
20|59
17|42
20|38
52|89
59|32
87|77
51|56
72|76
90|25
58|98
32|61
83|91
98|74
49|44
23|97
48|13
85|86
52|84
57|36
27|90
74|94
33|97
71|91
87|46
80|79
45|69
43|59
57|15
89|45
63|54
61|94
84|13
17|30
38|55
44|48
91|49
68|22
45|29
43|73
99|76
23|18
31|80
34|46
25|67
90|47
15|10
92|44
19|49
12|36
89|42
76|55
92|63
16|27
38|21
74|23
88|54
52|11
96|78
35|22
75|87
30|22
68|40
76|14
23|44
35|79
83|19
34|33
17|93
33|63
26|75
74|86
94|95
17|45
66|86
96|59
97|89
26|83
98|91
15|21
48|30
12|76
46|18
33|64
97|31
11|80
78|32
89|67
68|29
71|85
27|64
32|91
28|44
19|28
33|95
64|31
30|79
99|24
36|98
46|51
11|68
16|94
32|19
37|29
10|61
47|42
35|81
23|95
50|59
48|37
71|60
56|42
93|69
76|75
61|23
60|28
91|92
99|26
12|24
18|25
21|19
58|83
15|14
10|66
68|41
68|81
48|42
10|19
89|37
55|16
44|84
80|69
20|24
90|31
44|31
55|66
80|29
73|83
52|48
64|11
88|47
43|36
47|30
68|70
42|70
47|80
88|89
11|35
36|71
86|44
96|26
44|54
10|87
59|65
50|26
26|14
39|59
27|97
96|73
36|55
27|52
93|40
73|32
80|22
52|47
65|87
32|66
35|70
68|62
73|21
48|45
30|81
71|61
90|56
45|53
91|28
44|11
20|36
38|71
72|15
14|19
99|38
50|15
80|62
55|91
21|74
47|67
97|47
94|97
65|74
20|73
10|60
84|45
92|97
83|61
86|97
46|52
25|45
72|26
38|10
72|58
83|74
75|16
43|76
82|76
10|85
73|75
20|76
19|46
87|92
71|74
48|68
86|90
60|92
13|40
36|75
58|14
37|79
84|93
78|98
60|49
60|77
91|77
30|62
56|35
27|18
87|33
47|13
82|59
57|59
28|52
42|29
50|24
18|31
59|83
54|45
78|14
24|14
48|93
56|80
84|80
63|84
13|69
39|76
49|64
71|16
24|65
30|41
21|60
88|31
57|26
93|41
39|26
45|70
61|92
48|80
73|55
65|19
80|81
18|47
14|74
71|87
51|25
11|37
13|81
94|63
21|91
52|17
89|93
82|15
93|81
58|65
67|69
32|85
16|92
46|95
56|67
15|55
77|52
26|65
97|56
20|58
33|52
28|64
24|71
56|37
94|52
82|24
66|77
27|63
76|32
66|46
94|90
58|21
54|13
17|67
85|28
92|51
90|48
88|48
74|77
18|17
11|30
49|88
65|85
97|17
98|85
25|30
15|98
52|31
97|54
78|83
97|48
63|17
84|67
94|64
39|15
68|69
56|13
64|84
24|10
46|63
90|54
99|15
78|65
31|42
38|14
18|89
42|40
59|10
80|40
12|78
45|81
34|92
98|61
83|66
72|36
31|37
55|61
43|78
30|29
83|16
13|53
46|90
27|95
51|31
28|18
34|27
51|11
12|58
24|98
35|41
80|41
19|94
71|19
56|30
43|58
30|69
67|53
55|87
60|46
43|38
37|53
88|11
43|26
34|23
95|11
11|13
13|41
32|74
54|67
84|35
78|10
67|41
86|51
73|10
99|36
23|63
51|54
44|25
60|27
13|79
72|78
47|45
42|81
84|37
63|25
96|76
90|84
11|45
83|34
86|95
10|34
25|42
59|55
14|34
18|48
31|67
77|64
46|97
83|87
14|66
87|27
50|36
57|73
61|86
72|38
60|23
82|73
67|79
45|62
33|90
42|22
88|25
76|83
45|22
45|79
74|27
58|10
77|95
21|34
37|41
12|38
49|97
17|35
24|55
66|94
56|45
33|18
14|16
38|98
93|70
64|48
47|35
39|58
59|14
33|44
18|56
36|21
54|42
97|25
30|40
51|17
85|33
68|53
95|54
78|75
19|27
51|89
85|46
35|62
10|16
61|46
67|40
88|84

80,99,82,73,81,20,95,43,50,11,57,12,75,92,39,19,88
39,20,12,36,76,24,58,21,65,10,16,91,77,90,63,64,25,54,17,68,80,93,62,53,81
95,68,41,73,98,29,57,67,22,31,74,92,40,33,86,96,42,93,34,13,62
50,38,21,19,49,33,63,25,80,53,70,81,29,79,22,40,41
69,40,57,10,23,13,93,19,24,49,41,81,20,22,90,42,68,91,72,79,71,84,80
50,82,36,78,83,61,77,90,54,13,41,53,40,62,81,79,70,29,22
57,12,96,43,50,72,20,99,82,15,10,87,23,92,51,84,45,93,53
23,91,71,46,88,57,36,82,73,31,39,74,59,43,51,20,45,26,72,96,78,42,44,41,52,24,35
82,38,26,65,66,46,44,48,17,56,67,93,29
50,12,39,96,82,72,99,15,10,16,77,97,17,13,22
96,50,20,72,59,73,15,32,71,21,98,19,92,27,97,51,88,90,25,89,80,41,81
82,24,83,61,27,88,89,45,40,81,22,41,69,29,53
10,73,83,67,96,37,66,21,51,20,24,88,53,86,11
43,12,82,89,96,44,99,71,19,67,45,92,50,53,20,26,57
66,67,85,45,13,79,30,10,53,86,29,40,44,22,41,82,33,71,54,27,72,70,78,20,80
20,39,12,43,99,50,57,82,72,59,32,21,14,87,49,95,47,45,62
12,99,36,55,60,27,44,48,54,13,70,79,41,62,81,22,53,40,69
99,57,43,72,24,73,78,55,98,75,87,46,27,18,51,25,37,42,80,13,93,30,67,79,62,40,29,81,22,53,69
18,67,34,29,45,47,55,39,79,26,92
60,92,32,29,90,68,40,22,79,72,54,70,15,41,81
72,22,62,26,32,69,73,67,66,96,31,61,18,99,89,87,24,64,78,97,58,20,50,95,49,82,39,15,36
32,57,78,14,42,12,85,88,79,40,58,37,95,83,35,38,68,54,31,59,53,29,96,48,73,92,21,27,50,43,36,69,71
43,96,82,20,50,12,39,58,21,74,94,18,48,35,79
39,96,15,83,21,91,27,90,84,37,13,67,35,93,45,40,81
72,38,14,85,94,52,48,45,13,30,69,70,40
39,76,83,19,46,51,25,17,67,53,69,62,41,70,79,81,29
50,36,26,76,10,91,46,63,11,17,25,67,62
43,73,75,14,91,77,18,47,30,13,42,22,53,40,81
72,12,94,58,56,25,88,83,57,50,55,32,17,85,11,73,37,31,81
20,43,72,59,26,24,55,21,10,74,16,61,77,90,44,25,89,31,93,68,13,45,29,69,79
39,72,50,12,20,96,82,57,43,99,58,32,85,16,33,46,64,88,48,35,62
20,39,82,15,26,59,14,65,60,19,77,18,51,25,84,13,45,35,22,53,69
99,72,50,43,58,65,55,87,94,63,31,17,93,40,70
59,99,52,39,76,51,55,71,50,63,86,31,82,15,12,25,17,62,94,28,83,36,29,37,84,65,68,10,13,21,45,24,78,22,34,72,77
12,81,94,10,53,47,97,74,41,61,73,45,76,50,20,19,87,36,59,39,11,30,82,89,99,78,43,37,66,38,27,24,88,57,15,86,58,26,72,96,80
59,99,43,26,78,37,72,97,96,70,27,64,50,40,24,38,49,29,91,62,33,73,18,12,36,57,58,19,20,95,89,15,65,54,39,47,90
59,41,78,22,81,85,10,37,82,11,29,49,53,44,70,98,62,69,40
